Module ID,Gene Symbol,Identifier
m1,RAB4B,1
m1,RAD23A,2
m1,ARFGAP1,3
m1,GLI4,4
m1,PSMB10,5
m1,SMARCAL1,6
m1,PCBP3,7
m1,COMMD9,8
m1,TMEM86B,9
m1,RP11-416A17.6,10
m1,VAC14,11
m1,OSBPL5,12
m1,AS3MT,13
m1,SUGP1,14
m1,TYSND1,15
m1,ITGB3BP,16
m1,WDR90,17
m1,NCAPH2,18
m1,AZI1,19
m1,LIMD2,20
m1,MICAL1,21
m1,UQCRC1,22
m1,ENDOV,23
m1,RP11-69E11.4,24
m1,RTEL1-TNFRSF6B,25
m1,RP11-791G16.2,26
m1,SYCE1L,27
m1,SPNS1,28
m1,DYRK1B,29
m1,TOR1AIP2,30
m1,ALG1,31
m1,FUT8,32
m1,PKIG,33
m1,FAM134C,34
m1,RP11-375B1.3,35
m1,RP11-439E19.3,36
m1,ODF2L,37
m1,AC007347.1,38
m1,HERC2P8,39
m1,KRBA1,40
m1,FAM98C,41
m1,TMEM180,42
m1,MADCAM1,43
m1,OXLD1,44
m1,TSEN2,45
m1,ZSCAN5A,46
m1,UPP1,47
m1,ARHGAP33,48
m1,C19orf53,49
m1,TMEM222,50
m1,TRMU,51
m1,PSMD1,52
m1,TRMT6,53
m1,JMJD7,54
m1,RNF126,55
m1,RPS6KB2,56
m1,C19orf60,57
m1,RP11-252A24.7,58
m1,CPSF3,59
m1,DSN1,60
m1,MTHFR,61
m1,SLC37A4,62
m1,VPS28,63
m1,ATAD3B,64
m1,RP11-259K21.3,65
m1,USF1,66
m1,TMEM160,67
m1,DLL3,68
m1,EXOC7,69
m1,WASH2P,70
m1,TRMT2A,71
m1,PNMT,72
m1,COX5B,73
m1,RP11-353N4.1,74
m1,C19orf47,75
m1,SNRPD2,76
m1,PRPF40B,77
m1,RP11-254F7.2,78
m1,PRMT7,79
m1,BBS5,80
m1,UBXN6,81
m1,PCIF1,82
m1,NAPRT1,83
m1,TMEM44,84
m1,NTNG2,85
m1,GPX4,86
m1,C5orf55,87
m1,TRIM33,88
m1,RP11-66D17.5,89
m1,RP11-333E1.1,90
m1,NUDT8,91
m1,TCTN2,92
m1,ZNF446,93
m1,GAMT,94
m1,C11orf20,95
m1,HECTD3,96
m1,NDUFS3,97
m1,DPM2,98
m1,NOC4L,99
m1,SLC38A7,100
m1,IFI6,101
m1,RP11-44N21.1,102
m1,C20orf201,103
m1,IFT27,104
m1,CHST5,105
m1,RP11-90D4.2,106
m1,MOK,107
m1,XYLT2,108
m1,TNNT2,109
m1,CRIP3,110
m1,RPF2,111
m1,RRP7A,112
m1,FRMD4A,113
m1,MEIS3,114
m1,POLRMT,115
m1,TSTA3,116
m1,SRRM3,117
m1,AP4M1,118
m1,TRMT61A,119
m1,PPIL2,120
m1,FAAH,121
m1,BAK1,122
m1,RP11-680G24.5,123
m1,AL591845.1,124
m1,MAMSTR,125
m1,RHOT2,126
m1,RP11-473M20.14,127
m1,9-Mar,128
m1,ZNF500,129
m1,TTC40,130
m1,C16orf7,131
m1,FAM212A,132
m1,VPREB3,133
m1,C1orf233,134
m1,AMDHD2,135
m1,DTNB,136
m1,NNMT,137
m1,ATP5D,138
m1,DNAJC11,139
m1,ZNF512B,140
m1,UPK3BL,141
m1,CHAF1A,142
m1,IL17RE,143
m1,INO80B,144
m1,B3GALT4,145
m1,MOGS,146
m1,CTD-2286N8.2,147
m1,AL162389.1,148
m1,ASPSCR1,149
m1,SAPCD1-AS1,150
m1,C9orf37,151
m1,RP5-994D16.3,152
m1,RP11-176H8.1,153
m1,CYGB,154
m1,SPAG4,155
m1,DCTN1,156
m1,NAT10,157
m1,NACAD,158
m1,MEG9,159
m1,SFXN4,160
m1,REEP6,161
m1,SCNN1D,162
m1,APBB1,163
m1,LIG1,164
m1,FLYWCH1,165
m1,TMEM249,166
m1,UBE2M,167
m1,TELO2,168
m1,FGF22,169
m1,hsa-mir-940,170
m1,MZT2A,171
m1,TCEB2,172
m1,CTA-313A17.5,173
m1,RP11-229P13.20,174
m1,POMGNT1,175
m1,TCEA2,176
m1,C19orf55,177
m1,ATRIP,178
m1,AARSD1,179
m1,RP11-111M22.3,180
m1,FANCA,181
m1,NDUFA13,182
m1,RP11-277L2.3,183
m1,ZNF354A,184
m1,ZNF668,185
m1,RP11-398K22.12,186
m1,MXD3,187
m1,SRM,188
m1,AC023490.1,189
m1,MYH7B,190
m1,RP11-1000B6.3,191
m1,TOP3A,192
m1,CTD-2228K2.7,193
m1,FAAH2,194
m1,PQBP1,195
m1,C14orf80,196
m1,ANAPC15,197
m1,RECQL5,198
m1,CAPNS1,199
m1,ZP3,200
m1,MVK,201
m1,SLC25A34,202
m1,ZDHHC1,203
m1,CTD-2313N18.5,204
m1,CIB2,205
m1,RDH13,206
m1,C1orf134,207
m1,GTPBP3,208
m1,TEX264,209
m1,SNTG1,210
m1,ZSCAN1,211
m1,C14orf79,212
m1,CTC-228N24.3,213
m1,CNOT10,214
m1,HES4,215
m1,A1BG,216
m1,PIF1,217
m1,ZBTB48,218
m1,RP11-400F19.18,219
m1,SNHG11,220
m1,CCHCR1,221
m1,DECR2,222
m1,COPS7B,223
m1,UBAP1L,224
m1,MBOAT1,225
m1,RP11-455F5.3,226
m1,FAM214B,227
m1,BCS1L,228
m1,TMEM52,229
m1,CCDC78,230
m1,RMRP,231
m1,RP11-1055B8.6,232
m1,UBOX5,233
m1,ATP5I,234
m1,TUBGCP2,235
m1,ACTB,236
m1,C6orf136,237
m1,QPCTL,238
m1,ISG15,239
m1,MYL6B,240
m1,HERC2P5,241
m1,LINC00338,242
m1,CTD-3162L10.1,243
m1,C2orf81,244
m1,ASB13,245
m1,CITED4,246
m1,GPATCH1,247
m1,NUBP2,248
m1,JAG2,249
m1,FXYD7,250
m1,PCDH19,251
m1,MPG,252
m1,MVD,253
m1,TMEM42,254
m1,AC007390.5,255
m1,CHTF18,256
m1,P2RX6P,257
m1,DYNC1H1,258
m1,GCAT,259
m1,CTD-2020K17.4,260
m1,EIF3C,261
m1,RPL7AP26,262
m1,ERCC2,263
m1,C2orf27A,264
m1,AURKAIP1,265
m1,ACAP1,266
m1,TMEM138,267
m1,PIGQ,268
m1,DNAJC17,269
m1,MTX1,270
m1,FLVCR1,271
m1,RP11-20I23.8,272
m1,TCF25,273
m1,CTD-3232M19.2,274
m1,PELP1,275
m1,UROS,276
m1,GALE,277
m1,PRRC2A,278
m1,APITD1-CORT,279
m1,TNNC2,280
m1,CCDC148,281
m1,THAP7,282
m1,WDR13,283
m1,RPL9P7,284
m1,TMEM208,285
m1,OGFR,286
m1,ZFAND2B,287
m1,LTB,288
m1,NT5M,289
m1,MED15,290
m1,MTFMT,291
m1,LINC00634,292
m1,PLEKHJ1,293
m1,NDUFB7,294
m1,SURF2,295
m1,CAPN1,296
m1,NDUFA9,297
m1,VRK1,298
m1,LRRC27,299
m1,RP11-357K6.1,300
m1,NTHL1,301
m1,CLN6,302
m1,2-Mar,303
m1,CCDC106,304
m1,MAST4,305
m1,FAM156B,306
m1,ARPC4,307
m1,NOXO1,308
m1,COMMD1,309
m1,GBA,310
m1,INTS1,311
m1,KRT8P15,312
m1,ERVK13-1,313
m1,DUS3L,314
m1,CTD-2012K14.1,315
m1,AC010507.5,316
m1,CACNA1D,317
m1,TMUB2,318
m1,CBLN3,319
m1,ANAPC2,320
m1,RAD54L2,321
m1,TOM1,322
m1,C17orf49,323
m1,TBL3,324
m1,KAT5,325
m1,NARF,326
m1,POMZP3,327
m1,CHCHD10,328
m1,SKIV2L,329
m1,RNF25,330
m1,P4HTM,331
m1,MPRIP,332
m1,TMEM179,333
m1,C21orf2,334
m1,ZNF135,335
m1,RP11-195F19.5,336
m1,SLC10A3,337
m1,DRAP1,338
m1,PCSK4,339
m1,AKIP1,340
m1,FER1L4,341
m1,MAD1L1,342
m1,SH3GLB2,343
m1,CERS5,344
m1,OCEL1,345
m1,RP11-458D21.2,346
m1,RP1-239B22.5,347
m1,KLHDC4,348
m1,KCNK7,349
m1,C21orf56,350
m1,RP11-234K24.3,351
m1,EXD3,352
m1,NSUN5,353
m1,RP11-262H14.4,354
m1,RIN1,355
m1,RP11-629O1.2,356
m1,NUP214,357
m1,DMAP1,358
m1,LMF2,359
m1,C20orf27,360
m1,SPEG,361
m1,CTD-2540M10.1,362
m1,RP11-490M8.1,363
m1,ABHD12B,364
m1,SLX1A,365
m1,PAM16,366
m1,SCAND1,367
m1,METTL2B,368
m1,ITPA,369
m1,C17orf97,370
m1,FRG1B,371
m1,LSMD1,372
m1,C9orf96,373
m1,TXNRD2,374
m1,ITGA2B,375
m1,RILP,376
m1,ADCK1,377
m1,NPB,378
m1,SLC39A4,379
m1,RHPN1,380
m1,TRAPPC5,381
m1,1-Sep,382
m1,ANKS3,383
m1,DDX41,384
m1,FAM211B,385
m1,CYP4F35P,386
m1,RP11-571M6.8,387
m1,PMS2CL,388
m1,XPO6,389
m1,FBXO17,390
m1,SEMA4A,391
m1,SHC2,392
m1,CLEC11A,393
m1,RP11-506M12.1,394
m1,GIPC1,395
m1,EEFSEC,396
m1,TMEM175,397
m1,TRIT1,398
m1,ZNF793,399
m1,COL11A2,400
m1,RP11-85O21.2,401
m1,GPS1,402
m1,RP11-164A7.1,403
m1,WDR92,404
m1,TRPV2,405
m1,CCT6P3,406
m1,MIS18A,407
m1,DGCR6L,408
m1,MAPK12,409
m1,TMEM67,410
m1,E4F1,411
m1,PIGL,412
m1,JAK3,413
m1,PBX4,414
m1,CCR10,415
m1,WASH7P,416
m1,RNASEK,417
m1,CXorf26,418
m1,ITIH4,419
m1,ZNF428,420
m1,FTCD,421
m1,YDJC,422
m1,OVCA2,423
m1,ZNF414,424
m1,AGPAT4,425
m1,XAB2,426
m1,SMARCA4,427
m1,RP11-493K23.4,428
m1,EVL,429
m1,CCDC24,430
m1,RABEP2,431
m1,TSNAXIP1,432
m1,TMEM191C,433
m1,LTBP4,434
m1,EHMT2,435
m1,CHKB,436
m1,NDUFS7,437
m1,RP4-798C17.6,438
m1,DEAF1,439
m1,ANKRD30BL,440
m1,C21orf58,441
m1,FAM58A,442
m1,DHX37,443
m1,IPO13,444
m1,RP11-505K9.1,445
m1,PMPCA,446
m1,CTD-2020K17.1,447
m1,H1FX-AS1,448
m1,ST6GAL2,449
m1,ORC6,450
m1,MIPEP,451
m1,RIOK1,452
m1,RP11-9E13.2,453
m1,BSCL2,454
m1,RP11-66N11.8,455
m1,POLR2I,456
m1,SIL1,457
m1,CTC-359D24.3,458
m1,C12orf10,459
m1,USP36,460
m1,ALOX12P2,461
m1,C19orf57,462
m1,BX571672.5,463
m1,SLC25A45,464
m1,MTMR14,465
m1,PARL,466
m1,C1orf159,467
m1,GTF2IRD1,468
m1,TPGS1,469
m1,COL7A1,470
m1,RNF215,471
m1,ARFRP1,472
m1,AC016757.3,473
m1,NOL12,474
m1,LRSAM1,475
m1,PEX16,476
m1,RP11-566K19.6,477
m1,SNAPC4,478
m1,CFL1P1,479
m1,DUS1L,480
m1,RP1-130H16.16,481
m1,WRAP53,482
m1,HMBS,483
m1,C11orf24,484
m1,BRF1,485
m1,SH2D3C,486
m1,PNKP,487
m1,TRIM73,488
m1,ZBTB8OS,489
m1,MEG3,490
m1,AC145124.2,491
m1,MYBPHL,492
m1,MT1P3,493
m1,CORO7,494
m1,RP11-561O23.5,495
m1,NCLN,496
m1,MED22,497
m1,ATAD3A,498
m1,RP11-473M20.7,499
m1,RP11-105C19.1,500
m1,C14orf1,501
m1,MRTO4,502
m1,SOHLH1,503
m1,NPM2,504
m1,FAM174B,505
m1,PCNXL2,506
m1,MRPS26,507
m1,FSIP2,508
m1,SEC16A,509
m1,TAF11,510
m1,FAM116B,511
m1,RP11-434C1.1,512
m1,TARS2,513
m1,MCRS1,514
m1,TNFAIP2,515
m1,NPRL2,516
m1,C11orf80,517
m1,GPATCH3,518
m1,TMEM191A,519
m1,NDUFB1,520
m1,GMCL1,521
m1,TMEM62,522
m1,ZCWPW1,523
m1,TADA3,524
m1,ZNF714,525
m1,TUBGCP6,526
m1,ZFPM1,527
m1,C7orf43,528
m1,C16orf59,529
m1,RP11-867G23.8,530
m1,RP4-564F22.2,531
m1,FAU,532
m1,NSUN5P2,533
m1,EDF1,534
m1,CHD8,535
m1,AC020594.5,536
m1,XXbac-BPG32J3.22,537
m1,OGFOD2,538
m1,MRPL55,539
m1,STX8,540
m1,NDUFA3,541
m1,LSM7,542
m1,RHNO1,543
m1,TMEM120B,544
m1,PPHLN1,545
m1,REC8,546
m1,ABC7-42389800N19.1,547
m1,NFKBIL1,548
m1,IFFO1,549
m1,STRC,550
m1,TEN1,551
m1,RP4-622L5.7,552
m1,NUP93,553
m1,CNTNAP5,554
m1,AC091171.1,555
m1,PSMD4,556
m2,ANKMY1,557
m2,AP5S1,558
m2,LA16c-329F2.1,559
m2,RP4-758J18.2,560
m2,RP11-492E3.1,561
m2,PGAP3,562
m2,USP18,563
m2,LPCAT3,564
m2,PLEKHM1P,565
m2,U73167.7,566
m2,NPIPL3,567
m2,SMARCD1,568
m2,TSC2,569
m2,ECE2,570
m2,C1orf228,571
m2,SMARCD2,572
m2,PLCB2,573
m2,FAM203A,574
m2,COPG2,575
m2,GOLGA6L5,576
m2,LIPE,577
m2,FUS,578
m2,SLC24A6,579
m2,TMCO6,580
m2,PTPN18,581
m2,FAH,582
m2,MMAB,583
m2,CHMP6,584
m2,RP13-942N8.1,585
m2,CDH4,586
m2,COMMD4,587
m2,C16orf74,588
m2,CNPY4,589
m2,EIF3D,590
m2,GON4L,591
m2,HHATL,592
m2,POLR2J3,593
m2,RNF170,594
m2,ZNF75A,595
m2,RBP7,596
m2,ZNF528,597
m2,N6AMT2,598
m2,PCDHGA5,599
m2,AP3S2,600
m2,SPPL2B,601
m2,RP11-680G24.4,602
m2,RP13-507I23.1,603
m2,ICA1L,604
m2,ACOX3,605
m2,NUP85,606
m2,PRKAG1,607
m2,CTD-2003C8.1,608
m2,XPA,609
m2,EIF4EBP3,610
m2,AC005154.6,611
m2,GABARAP,612
m2,ILF3-AS1,613
m2,WIBG,614
m2,GGT5,615
m2,NT5C,616
m2,TTLL3,617
m2,COPZ2,618
m2,COL16A1,619
m2,AC062017.1,620
m2,AC131097.4,621
m2,AF131216.5,622
m2,RP11-274B21.3,623
m2,AC004166.7,624
m2,CASC2,625
m2,PPP1R1B,626
m2,ZNF517,627
m2,STX18,628
m2,C4orf36,629
m2,C15orf40,630
m2,PGAP2,631
m2,LINC00467,632
m2,ZNF76,633
m2,HES5,634
m2,GUCA1B,635
m2,FAHD2CP,636
m2,TRPT1,637
m2,KANSL1-AS1,638
m2,U2AF1,639
m2,LRRCC1,640
m2,TMEM125,641
m2,ELP2,642
m2,SNX22,643
m2,RALY,644
m2,IFT81,645
m2,NEK3,646
m2,LOH12CR2,647
m2,AC138783.12,648
m2,GDF1,649
m2,TP53TG5,650
m2,LIMS2,651
m2,ZNF784,652
m2,RP11-206L10.1,653
m2,MYO19,654
m2,DICER1-AS1,655
m2,LIPT1,656
m2,RBM42,657
m2,SLC39A13,658
m2,CNTRL,659
m2,CCDC84,660
m2,AC016747.3,661
m2,TRIL,662
m2,FUK,663
m2,TMEM88,664
m2,TAF6L,665
m2,DYNLRB2,666
m2,RP11-262H14.3,667
m2,PPP1R14A,668
m2,RP11-877E17.2,669
m2,AGAP10,670
m2,RP11-307B6.3,671
m2,PIP5K1A,672
m2,UBAP2,673
m2,CTD-2339L15.1,674
m2,ZNF738,675
m2,CXorf23,676
m2,HINT2,677
m2,GGT1,678
m2,ZNF783,679
m2,SDCCAG8,680
m2,HES1,681
m2,RAB36,682
m2,CDPF1,683
m2,GNPTG,684
m2,TRIM45,685
m2,RP4-800G7.2,686
m2,RP11-383C5.4,687
m2,CTC-559E9.5,688
m2,LENG8,689
m2,PLIN1,690
m2,POLD4,691
m2,NOSTRIN,692
m2,ZMAT1,693
m2,INHA,694
m2,RNASEH2A,695
m2,SNX29P2,696
m2,MST1,697
m2,GPC1,698
m2,D2HGDH,699
m2,CCBL1,700
m2,FADS3,701
m2,TMEM198B,702
m2,CASP9,703
m2,OSGEP,704
m2,RP11-568K15.1,705
m2,C8orf44,706
m2,ADAM15,707
m2,FBXL12,708
m2,ZNF440,709
m2,LINC00265,710
m2,VWCE,711
m2,RP11-418J17.1,712
m2,NRL,713
m2,AC005154.7,714
m2,ITGB4,715
m2,IMPACT,716
m2,PRKCDBP,717
m2,ACCS,718
m2,MOSPD3,719
m2,HEXA,720
m2,RP11-347I19.3,721
m2,PEX11G,722
m2,ZNF506,723
m2,DHODH,724
m2,DDX55,725
m2,QARS,726
m2,ZNF691,727
m2,COX4I2,728
m2,SURF1,729
m2,CES2,730
m2,GPD1,731
m2,ADSSL1,732
m2,G6PC3,733
m2,IFT88,734
m2,NKAIN3,735
m2,ZFP2,736
m2,POU2F1,737
m2,BCR,738
m2,TCTA,739
m2,PRKAB1,740
m2,MFSD7,741
m2,RP11-620J15.3,742
m2,PCDHGA6,743
m2,KRBOX1,744
m2,MYL5,745
m2,MBD6,746
m2,CTD-2245O6.1,747
m2,NRF1,748
m2,ROMO1,749
m2,ADCK4,750
m2,NEK1,751
m2,MAN1B1,752
m2,GUSB,753
m2,ANO10,754
m2,USHBP1,755
m2,RP11-31F15.1,756
m2,RP11-146F11.1,757
m2,MIR210HG,758
m2,CNTNAP3B,759
m2,COL9A3,760
m2,DEGS2,761
m2,FAM176C,762
m2,H2AFJ,763
m2,PCBP4,764
m2,DUS2L,765
m2,AIFM2,766
m2,MAN2C1,767
m2,CEP164,768
m2,DHRS12,769
m2,RP11-464F9.1,770
m2,RP11-384K6.2,771
m2,FXYD1,772
m2,C17orf61,773
m2,FBXO4,774
m2,CDRT4,775
m2,DRD4,776
m2,CTC-338M12.4,777
m2,TTYH1,778
m2,HIRIP3,779
m2,CCS,780
m2,URM1,781
m2,TAF15,782
m2,SLC16A11,783
m2,TNFRSF14,784
m2,TADA2A,785
m2,AC004951.6,786
m2,CATSPER2P1,787
m2,TM7SF2,788
m2,AC010226.4,789
m2,QPRT,790
m2,LINC00342,791
m2,UBAC2,792
m2,TRPM4,793
m2,SUMF2,794
m2,PCDHGB2,795
m2,MRPS16,796
m2,RP11-169K16.9,797
m2,ZKSCAN1,798
m2,ARVCF,799
m2,ODF3B,800
m2,LAMC3,801
m2,PILRB,802
m2,WDR85,803
m2,DYX1C1,804
m2,CHADL,805
m2,POLL,806
m2,C6orf170,807
m2,HSD17B3,808
m2,RP11-658F2.8,809
m2,TCTN1,810
m2,PCGF6,811
m2,GLIPR2,812
m2,MRI1,813
m2,EML3,814
m2,DBH-AS1,815
m2,RWDD3,816
m2,FPGS,817
m2,CTC-338M12.3,818
m2,TMEM18,819
m2,STAG3L3,820
m2,ZNF559,821
m2,KIAA1407,822
m2,GUSBP2,823
m2,AC026150.8,824
m2,CTD-2368P22.1,825
m2,CHMP2A,826
m2,ACAD10,827
m2,C19orf48,828
m2,TXN2,829
m2,PLAC9,830
m2,SNX8,831
m2,WBP2NL,832
m2,VEZT,833
m2,LINC00174,834
m2,BRD9,835
m2,CLCN2,836
m2,MGMT,837
m2,IL17RC,838
m2,CBY1,839
m2,TMEM80,840
m2,RP11-196G18.23,841
m2,AFG3L1P,842
m2,DBF4B,843
m2,GLE1,844
m2,UBXN1,845
m2,ALG14,846
m2,RP11-92G12.3,847
m2,MPV17L,848
m2,BZRAP1,849
m2,PMM2,850
m2,PPDPF,851
m2,RP11-285F7.2,852
m2,APOM,853
m2,PRSS27,854
m2,GATS,855
m2,CBR3,856
m2,ABHD14B,857
m2,CTD-3185P2.1,858
m2,CAD,859
m2,GAL3ST1,860
m2,YIF1A,861
m2,SLC19A1,862
m2,RP11-46C24.7,863
m2,ACBD4,864
m2,RP5-882C2.2,865
m2,PXN-AS1,866
m2,ABHD11,867
m2,GLB1L,868
m2,BMS1P1,869
m2,ITFG2,870
m2,RP11-565H13.2,871
m2,PABPC1L,872
m2,LDB3,873
m2,FUOM,874
m2,LTC4S,875
m2,XRCC3,876
m2,UACA,877
m2,ATG2A,878
m2,SNORD3A,879
m2,RP11-113K21.5,880
m2,PRKRIP1,881
m2,CHFR,882
m2,PLCD1,883
m2,PLSCR3,884
m2,DCAF16,885
m2,THNSL2,886
m2,FAM18B2,887
m2,ZDHHC24,888
m2,FAM22D,889
m2,GTF2IRD2,890
m2,ABCB9,891
m2,MFN1,892
m2,LENG8-AS1,893
m2,ZNF564,894
m2,RP11-1055B8.3,895
m2,GLTSCR2,896
m2,C1orf85,897
m2,LCN12,898
m2,HRCT1,899
m2,RP11-268P4.5,900
m2,PFKL,901
m2,SAP30BP,902
m2,EXOSC8,903
m2,AC004158.3,904
m2,SCPEP1,905
m2,RP13-1032I1.7,906
m2,PGLS,907
m2,CCZ1B,908
m2,CCDC163P,909
m2,DCAF15,910
m2,PRR22,911
m2,DNAJC27-AS1,912
m2,BSG,913
m2,SCRN2,914
m2,ZNF789,915
m2,CNPY2,916
m2,NUDT17,917
m2,AGAP4,918
m2,R3HCC1,919
m2,SDCBP2,920
m2,AC009403.2,921
m2,TBC1D2,922
m2,DYX1C1-CCPG1,923
m2,RBCK1,924
m2,TATDN3,925
m2,C6orf225,926
m2,GATSL3,927
m2,AC004967.8,928
m2,LPXN,929
m2,TRAPPC6A,930
m2,SGSH,931
m2,CTD-2210P24.4,932
m2,AD000090.2,933
m2,ZNF345,934
m2,PPCDC,935
m2,GATAD1,936
m2,C17orf101,937
m2,SLC25A10,938
m2,RP11-139H15.1,939
m2,UBE2Q2P1,940
m2,AC079776.2,941
m2,FAM116A,942
m2,GNB2,943
m2,RPP25L,944
m2,TREX1,945
m2,TMEM134,946
m2,PYCRL,947
m2,GAA,948
m2,DUSP15,949
m2,SEPT7P2,950
m2,CDK5RAP3,951
m2,GALK1,952
m2,EXOSC10,953
m2,ITFG3,954
m2,KIF22,955
m2,TTC32,956
m2,VILL,957
m2,CLTCL1,958
m2,COL20A1,959
m2,RP11-5N23.2,960
m2,DNASE1L1,961
m2,RAB11B,962
m2,AC074289.1,963
m2,SECISBP2,964
m2,SLC43A2,965
m2,ALKBH7,966
m2,ZNF251,967
m2,MST1P2,968
m2,C19orf54,969
m2,KDM5B-AS1,970
m2,PMF1,971
m2,RAPGEF6,972
m2,CRIPAK,973
m2,DNAJB12,974
m2,ATG14,975
m2,LMF1,976
m2,ASL,977
m2,ZNF596,978
m2,PIGG,979
m2,C7orf50,980
m2,CRLF1,981
m2,NUDT6,982
m2,NTM,983
m2,CCDC80,984
m2,GTPBP1,985
m2,PLK3,986
m2,ATP5G2,987
m2,ALMS1,988
m2,TMEM235,989
m2,PEBP4,990
m2,CYP4F24P,991
m2,NLRX1,992
m2,ARFGAP2,993
m2,RP11-673C5.1,994
m2,IDUA,995
m2,RP11-27I1.2,996
m2,RP11-617D20.1,997
m2,TUT1,998
m2,AK1,999
m2,GOLGA8B,1000
m2,ZNF502,1001
m2,ROBO3,1002
m2,HKR1,1003
m2,SUV39H1,1004
m2,ZNF320,1005
m2,PNPLA7,1006
m2,LY6G5B,1007
m2,SLC35E3,1008
m2,MAP3K13,1009
m2,TRAF3IP1,1010
m2,NEU4,1011
m2,ACY1,1012
m2,PAOX,1013
m2,ZDHHC12,1014
m2,RP11-54C4.1,1015
m2,MXRA8,1016
m2,C4orf29,1017
m2,ANKZF1,1018
m2,SHFM1,1019
m2,NFATC2IP,1020
m2,TST,1021
m2,EFEMP2,1022
m2,GSTZ1,1023
m2,FGFBP3,1024
m2,BGLAP,1025
m2,CEP89,1026
m2,TNRC6C,1027
m2,LCNL1,1028
m2,C6orf70,1029
m2,LRRC29,1030
m2,TMEM101,1031
m2,SPATA20,1032
m2,RNPEP,1033
m2,RP11-645C24.1,1034
m2,C9orf24,1035
m2,C9orf174,1036
m2,ATG13,1037
m2,ANKRD65,1038
m2,FAM71F2,1039
m2,AC091729.9,1040
m2,ACAA1,1041
m2,C2orf82,1042
m2,STRADA,1043
m2,DAPK2,1044
m2,RP11-454H13.6,1045
m2,GOLGA2P5,1046
m2,TAB1,1047
m2,SAPCD2,1048
m2,ARHGEF1,1049
m2,RP11-617F23.1,1050
m2,C10orf32,1051
m2,NPEPL1,1052
m2,DFNB59,1053
m2,KIAA0196,1054
m2,NDUFA4L2,1055
m2,RP11-369J21.5,1056
m2,CNTROB,1057
m2,ASCC2,1058
m2,RP11-1055B8.4,1059
m2,LINC00092,1060
m2,TMEM53,1061
m2,TTC18,1062
m2,MEGF6,1063
m2,LGI4,1064
m2,MSRB1,1065
m2,INADL,1066
m2,C6orf226,1067
m2,AC017099.3,1068
m2,METRN,1069
m2,RP11-81A22.5,1070
m2,STAG3L1,1071
m2,COQ4,1072
m2,SLC2A4RG,1073
m2,RP11-274B21.4,1074
m2,RP11-707O23.5,1075
m2,FDXR,1076
m2,TMEM129,1077
m2,APRT,1078
m2,DARS,1079
m2,CERCAM,1080
m2,SPG7,1081
m2,RFXANK,1082
m2,RP11-385D13.3,1083
m2,CACNG4,1084
m2,PAQR7,1085
m2,NAIP,1086
m2,MUSTN1,1087
m2,MRC2,1088
m2,MT-ND6,1089
m2,KIAA0319L,1090
m2,ZNF839,1091
m2,P2RX4,1092
m2,CLEC16A,1093
m2,AMZ2,1094
m2,C17orf70,1095
m2,ZNF483,1096
m2,CCDC77,1097
m2,CCDC130,1098
m2,SLC35C2,1099
m2,BOLA1,1100
m2,SLC25A29,1101
m2,IZUMO4,1102
m2,FICD,1103
m3,TMEM143,1104
m3,MTF2,1105
m3,CYP2D6,1106
m3,THEM4,1107
m3,RP11-419C5.2,1108
m3,PEMT,1109
m3,MRPL22,1110
m3,GNL2,1111
m3,OVGP1,1112
m3,C21orf119,1113
m3,ZCCHC17,1114
m3,RP11-122A8.4,1115
m3,METTL22,1116
m3,JMJD7-PLA2G4B,1117
m3,AC012615.1,1118
m3,ZNF23,1119
m3,AL953854.2,1120
m3,EMD,1121
m3,ATP9B,1122
m3,ATR,1123
m3,MRPL24,1124
m3,ZFPL1,1125
m3,TRIM7,1126
m3,BPHL,1127
m3,DAP3,1128
m3,NPHP1,1129
m3,AAAS,1130
m3,NR2C1,1131
m3,TFAP2E,1132
m3,RGS11,1133
m3,RP11-347C12.1,1134
m3,CTD-3184A7.4,1135
m3,MRPL40,1136
m3,RP3-525N10.2,1137
m3,FANCG,1138
m3,UGGT2,1139
m3,RPL3,1140
m3,CORO6,1141
m3,TTC21A,1142
m3,CTC-338M12.5,1143
m3,HYDIN,1144
m3,MKNK1,1145
m3,U2AF1L4,1146
m3,VPS45,1147
m3,PHB2,1148
m3,RP11-152N13.5,1149
m3,C16orf62,1150
m3,FBXO15,1151
m3,NGDN,1152
m3,SGSM2,1153
m3,CES4A,1154
m3,ALKBH2,1155
m3,RHOXF1,1156
m3,PFDN2,1157
m3,DHRS7B,1158
m3,RPL24,1159
m3,RIC3,1160
m3,ALG9,1161
m3,RP11-259G18.2,1162
m3,CDK9,1163
m3,RP5-827C21.4,1164
m3,RP11-159D12.5,1165
m3,HAUS7,1166
m3,RP11-795F19.5,1167
m3,ADPGK,1168
m3,ARMCX4,1169
m3,DPM3,1170
m3,NENF,1171
m3,PCCA,1172
m3,NSUN6,1173
m3,CDHR3,1174
m3,USP9Y,1175
m3,EXOSC9,1176
m3,RP11-527D7.1,1177
m3,RP11-763B22.4,1178
m3,AC141846.4-001,1179
m3,HNRNPA1L2,1180
m3,RPS28,1181
m3,MTHFD1,1182
m3,DMKN,1183
m3,NVL,1184
m3,MRPL53,1185
m3,GSTM4,1186
m3,AC013402.2,1187
m3,VWA3A,1188
m3,MTCP1,1189
m3,RNF31,1190
m3,RP11-504P24.4,1191
m3,PET100,1192
